method,split,seed,mean_success,ci95_success,mean_rare_failure_recall,ci95_rare_failure_recall,mean_contact_boundary_error,ci95_contact_boundary_error,mean_unsafe_commitment,ci95_unsafe_commitment,mean_overtrust_rate,ci95_overtrust_rate,mean_recovery_success,ci95_recovery_success,mean_tail_risk_rate,ci95_tail_risk_rate,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_average_scaling_gain,ci95_average_scaling_gain,mean_boundary_risk_slope,ci95_boundary_risk_slope,mean_scale_exception_gap,ci95_scale_exception_gap,mean_boundary_coverage,ci95_boundary_coverage,mean_shortcut_reliance,ci95_shortcut_reliance,mean_morphology_transfer_gap,ci95_morphology_transfer_gap,mean_recoverability_deficit,ci95_recoverability_deficit,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
retrieval_augmented_nearest_failure,recovery_scarcity,9,0.456019,0.051688,0.476852,0.044908,0.261574,0.036452,0.115741,0.028634,0.115741,0.032073,0.395833,0.043554,0.12963,0.033087,0.122685,0.030983,0.189815,0.034978,0.3125,0.042829,0.289352,0.04614,0.261574,0.040776,0.467593,0.046879,0.19213,0.036926,0.048611,0.018769,0.125,0.027222,0.347222,0.055489,0.480995,0.053939,72
retrieval_augmented_nearest_failure,shortcut_shift,0,0.462963,0.042479,0.456019,0.045226,0.266204,0.043661,0.087963,0.027392,0.141204,0.030071,0.368056,0.040833,0.12037,0.028329,0.106481,0.02839,0.203704,0.033712,0.273148,0.040509,0.314815,0.044558,0.296296,0.046244,0.44213,0.047551,0.18287,0.033673,0.048611,0.01985,0.087963,0.025823,0.331019,0.049417,0.480787,0.043888,72
retrieval_augmented_nearest_failure,shortcut_shift,1,0.516204,0.039388,0.439815,0.043968,0.236111,0.042247,0.078704,0.021403,0.090278,0.026592,0.402778,0.041247,0.12037,0.030459,0.111111,0.027413,0.1875,0.040833,0.300926,0.04598,0.277778,0.04286,0.252315,0.045686,0.428241,0.051621,0.196759,0.037301,0.053241,0.019196,0.085648,0.023291,0.25463,0.04877,0.547523,0.041635,72
retrieval_augmented_nearest_failure,shortcut_shift,2,0.520833,0.044267,0.472222,0.048352,0.25463,0.035959,0.083333,0.028164,0.097222,0.026444,0.405093,0.048708,0.122685,0.027408,0.127315,0.033258,0.168981,0.031978,0.3125,0.042339,0.275463,0.047551,0.261574,0.039211,0.456019,0.044762,0.189815,0.037845,0.0625,0.025387,0.138889,0.028896,0.277778,0.047039,0.555012,0.04698,72
retrieval_augmented_nearest_failure,shortcut_shift,3,0.518519,0.051915,0.465278,0.046115,0.240741,0.042315,0.083333,0.025025,0.104167,0.029917,0.407407,0.04787,0.113426,0.028035,0.104167,0.026982,0.189815,0.037845,0.275463,0.041453,0.252315,0.038764,0.293981,0.040088,0.472222,0.046143,0.166667,0.037676,0.069444,0.025643,0.127315,0.027786,0.266204,0.056573,0.550764,0.053239,72
retrieval_augmented_nearest_failure,shortcut_shift,4,0.520833,0.042829,0.449074,0.04317,0.275463,0.042938,0.090278,0.025795,0.125,0.031489,0.386574,0.049977,0.131944,0.037083,0.125,0.035243,0.203704,0.038347,0.303241,0.04538,0.300926,0.040164,0.284722,0.042092,0.453704,0.053759,0.189815,0.040509,0.069444,0.023072,0.115741,0.032073,0.268519,0.051915,0.542905,0.043619,72
retrieval_augmented_nearest_failure,shortcut_shift,5,0.472222,0.052492,0.446759,0.046065,0.256944,0.03927,0.115741,0.028634,0.108796,0.033048,0.395833,0.046341,0.12037,0.031137,0.104167,0.029917,0.219907,0.038131,0.303241,0.041032,0.310185,0.048913,0.261574,0.04326,0.43287,0.048205,0.180556,0.035243,0.053241,0.020254,0.083333,0.025025,0.331019,0.058686,0.488275,0.056112,72
retrieval_augmented_nearest_failure,shortcut_shift,6,0.465278,0.047454,0.4375,0.047673,0.240741,0.044714,0.081019,0.028159,0.122685,0.030983,0.412037,0.044753,0.138889,0.030988,0.136574,0.033153,0.143519,0.031193,0.287037,0.042968,0.296296,0.041985,0.275463,0.040434,0.416667,0.047039,0.18287,0.033673,0.043981,0.022376,0.106481,0.029116,0.314815,0.054274,0.488796,0.049268,72
retrieval_augmented_nearest_failure,shortcut_shift,7,0.511574,0.05341,0.425926,0.048735,0.231481,0.044087,0.078704,0.023272,0.125,0.030819,0.446759,0.049135,0.131944,0.032266,0.115741,0.030057,0.173611,0.035647,0.289352,0.04614,0.266204,0.036356,0.284722,0.044969,0.460648,0.048565,0.180556,0.037537,0.064815,0.027073,0.076389,0.024122,0.280093,0.053605,0.53691,0.055719,72
retrieval_augmented_nearest_failure,shortcut_shift,8,0.474537,0.049487,0.458333,0.047371,0.282407,0.044597,0.094907,0.027281,0.118056,0.029917,0.462963,0.046244,0.122685,0.032942,0.097222,0.030134,0.1875,0.035939,0.324074,0.042315,0.284722,0.042585,0.236111,0.04175,0.43287,0.042202,0.175926,0.037614,0.06713,0.02299,0.094907,0.030187,0.277778,0.056329,0.507697,0.050049,72
retrieval_augmented_nearest_failure,shortcut_shift,9,0.523148,0.051002,0.444444,0.047919,0.268519,0.045024,0.076389,0.024973,0.099537,0.025569,0.44213,0.04484,0.12963,0.0318,0.113426,0.029487,0.166667,0.032947,0.293981,0.044529,0.319444,0.044649,0.273148,0.041527,0.430556,0.043224,0.159722,0.035057,0.055556,0.024176,0.081019,0.026635,0.261574,0.048277,0.553437,0.05201,72
risk_sensitive_cvar_policy,combined_exception_stress,0,0.416667,0.045689,0.4375,0.042585,0.280093,0.039739,0.060185,0.021726,0.099537,0.027153,0.439815,0.04673,0.12037,0.029056,0.106481,0.029116,0.224537,0.034891,0.247685,0.034186,0.263889,0.045114,0.252315,0.040348,0.37037,0.044869,0.166667,0.03539,0.085648,0.026635,0.085648,0.02417,0.342593,0.057025,0.443437,0.044961,72
risk_sensitive_cvar_policy,combined_exception_stress,1,0.418981,0.04659,0.430556,0.049945,0.296296,0.045332,0.081019,0.02417,0.113426,0.030187,0.412037,0.04877,0.136574,0.036164,0.113426,0.03087,0.18287,0.033673,0.243056,0.039798,0.303241,0.037301,0.238426,0.036452,0.375,0.051993,0.189815,0.034376,0.071759,0.024026,0.083333,0.025025,0.310185,0.056071,0.440995,0.049357,72
risk_sensitive_cvar_policy,combined_exception_stress,2,0.395833,0.046341,0.409722,0.040833,0.25463,0.040337,0.113426,0.034691,0.078704,0.026619,0.483796,0.050116,0.134259,0.029354,0.090278,0.026592,0.247685,0.039827,0.212963,0.037799,0.266204,0.045072,0.212963,0.040979,0.386574,0.04374,0.171296,0.034173,0.076389,0.021369,0.092593,0.029531,0.356481,0.054178,0.418009,0.049867,72
risk_sensitive_cvar_policy,combined_exception_stress,3,0.37037,0.040979,0.37037,0.047579,0.314815,0.040121,0.108796,0.029722,0.069444,0.025643,0.444444,0.043344,0.148148,0.036296,0.087963,0.025002,0.233796,0.040691,0.256944,0.043314,0.303241,0.043978,0.25,0.040351,0.400463,0.054314,0.180556,0.037537,0.05787,0.021585,0.134259,0.033349,0.393519,0.054561,0.383009,0.041139,72
risk_sensitive_cvar_policy,combined_exception_stress,4,0.368056,0.044267,0.384259,0.044597,0.268519,0.043611,0.078704,0.026619,0.111111,0.028164,0.430556,0.044179,0.134259,0.035177,0.125,0.032145,0.240741,0.038708,0.25,0.037676,0.268519,0.033918,0.25463,0.038753,0.340278,0.041088,0.152778,0.029433,0.078704,0.023272,0.115741,0.029354,0.405093,0.055892,0.376389,0.044406,72
risk_sensitive_cvar_policy,combined_exception_stress,5,0.37037,0.048015,0.388889,0.049631,0.268519,0.040121,0.094907,0.029487,0.085648,0.026635,0.472222,0.050877,0.189815,0.036725,0.127315,0.03568,0.247685,0.043341,0.24537,0.040337,0.337963,0.040337,0.275463,0.037207,0.391204,0.040947,0.157407,0.035325,0.074074,0.025756,0.12037,0.026814,0.37037,0.058232,0.38184,0.05136,72
risk_sensitive_cvar_policy,combined_exception_stress,6,0.386574,0.047405,0.418981,0.039299,0.300926,0.038028,0.085648,0.028159,0.099537,0.033362,0.381944,0.046789,0.152778,0.032788,0.113426,0.029487,0.224537,0.039388,0.203704,0.040979,0.3125,0.041341,0.217593,0.04068,0.418981,0.04614,0.173611,0.037363,0.05787,0.023439,0.101852,0.027833,0.388889,0.05851,0.404502,0.049598,72
risk_sensitive_cvar_policy,combined_exception_stress,7,0.377315,0.041369,0.391204,0.038854,0.303241,0.042037,0.076389,0.025795,0.101852,0.02629,0.446759,0.046065,0.138889,0.02961,0.118056,0.029917,0.259259,0.040294,0.203704,0.036678,0.344907,0.043501,0.217593,0.033969,0.418981,0.043341,0.180556,0.030819,0.081019,0.029605,0.085648,0.028159,0.363426,0.055705,0.39765,0.043628,72
risk_sensitive_cvar_policy,combined_exception_stress,8,0.421296,0.04834,0.37037,0.041485,0.310185,0.042026,0.106481,0.02839,0.090278,0.027366,0.4375,0.044031,0.162037,0.036535,0.118056,0.030606,0.222222,0.037676,0.284722,0.039535,0.344907,0.047624,0.243056,0.044737,0.354167,0.040319,0.152778,0.035243,0.053241,0.02222,0.111111,0.031654,0.342593,0.054017,0.428623,0.052054,72
risk_sensitive_cvar_policy,combined_exception_stress,9,0.395833,0.048541,0.400463,0.048636,0.303241,0.041032,0.085648,0.028891,0.108796,0.029722,0.462963,0.046693,0.127315,0.030644,0.101852,0.032018,0.240741,0.039244,0.259259,0.037614,0.354167,0.047454,0.240741,0.041317,0.393519,0.047175,0.178241,0.037856,0.055556,0.019384,0.078704,0.024152,0.37963,0.05678,0.414421,0.052269,72
risk_sensitive_cvar_policy,contact_tail_shift,0,0.49537,0.047027,0.398148,0.051104,0.259259,0.036487,0.104167,0.029917,0.074074,0.023197,0.439815,0.047175,0.145833,0.036515,0.101852,0.030687,0.224537,0.036642,0.247685,0.044294,0.293981,0.04212,0.226852,0.039465,0.430556,0.049102,0.113426,0.030187,0.071759,0.020254,0.090278,0.025795,0.303241,0.054951,0.520683,0.050962,72
risk_sensitive_cvar_policy,contact_tail_shift,1,0.458333,0.050361,0.421296,0.046581,0.247685,0.038764,0.069444,0.025643,0.081019,0.028159,0.412037,0.045217,0.127315,0.031978,0.104167,0.026196,0.236111,0.040737,0.229167,0.037363,0.287037,0.043451,0.19213,0.03804,0.414352,0.049628,0.145833,0.034758,0.046296,0.022589,0.094907,0.024026,0.335648,0.065094,0.488391,0.055126,72
risk_sensitive_cvar_policy,contact_tail_shift,2,0.4375,0.046341,0.428241,0.047843,0.266204,0.043661,0.076389,0.023241,0.078704,0.024152,0.462963,0.052182,0.131944,0.027366,0.113426,0.026505,0.168981,0.030644,0.247685,0.044762,0.284722,0.046341,0.229167,0.039003,0.377315,0.04382,0.152778,0.036408,0.043981,0.019377,0.069444,0.021185,0.344907,0.058626,0.4686,0.049785,72
risk_sensitive_cvar_policy,contact_tail_shift,3,0.488426,0.047184,0.4375,0.047673,0.266204,0.044136,0.069444,0.023959,0.074074,0.025756,0.416667,0.052093,0.125,0.030819,0.118056,0.030606,0.224537,0.042449,0.270833,0.043554,0.266204,0.039652,0.224537,0.038854,0.391204,0.046216,0.157407,0.035325,0.060185,0.022666,0.069444,0.022148,0.305556,0.047481,0.518681,0.046851,72
risk_sensitive_cvar_policy,contact_tail_shift,4,0.458333,0.045574,0.425926,0.041317,0.305556,0.04523,0.081019,0.025019,0.092593,0.026554,0.451389,0.051056,0.148148,0.033297,0.090278,0.027366,0.199074,0.042684,0.25,0.038768,0.25,0.04237,0.226852,0.037845,0.381944,0.048969,0.134259,0.033969,0.048611,0.01985,0.076389,0.022324,0.347222,0.056606,0.481563,0.04992,72
risk_sensitive_cvar_policy,contact_tail_shift,5,0.44213,0.045303,0.400463,0.044136,0.268519,0.040121,0.076389,0.023241,0.069444,0.025643,0.425926,0.047432,0.145833,0.034152,0.125,0.03583,0.206019,0.03626,0.282407,0.040164,0.263889,0.042247,0.212963,0.040466,0.412037,0.04834,0.150463,0.034891,0.071759,0.023141,0.087963,0.027392,0.356481,0.052216,0.468299,0.047927,72
risk_sensitive_cvar_policy,contact_tail_shift,6,0.462963,0.041485,0.430556,0.044649,0.289352,0.041369,0.099537,0.033982,0.074074,0.02408,0.418981,0.04382,0.171296,0.034779,0.092593,0.028082,0.189815,0.038932,0.266204,0.044607,0.324074,0.040294,0.206019,0.041116,0.37037,0.041485,0.155093,0.033777,0.05787,0.026766,0.099537,0.028649,0.303241,0.052224,0.486076,0.043804,72
risk_sensitive_cvar_policy,contact_tail_shift,7,0.509259,0.049584,0.409722,0.050023,0.303241,0.038404,0.074074,0.028816,0.069444,0.026444,0.405093,0.044215,0.127315,0.031318,0.099537,0.027911,0.215278,0.039003,0.266204,0.036356,0.275463,0.04484,0.217593,0.045523,0.416667,0.046594,0.166667,0.03419,0.06713,0.026373,0.076389,0.028118,0.331019,0.05797,0.536308,0.052785,72
risk_sensitive_cvar_policy,contact_tail_shift,8,0.439815,0.044908,0.414352,0.047478,0.259259,0.038708,0.074074,0.025756,0.071759,0.025705,0.44213,0.047551,0.127315,0.032624,0.069444,0.024815,0.208333,0.042247,0.24537,0.042356,0.284722,0.041593,0.238426,0.039739,0.381944,0.044031,0.148148,0.034528,0.06713,0.024739,0.090278,0.028118,0.342593,0.057752,0.46662,0.046934,72
risk_sensitive_cvar_policy,contact_tail_shift,9,0.465278,0.046115,0.416667,0.043344,0.298611,0.047892,0.092593,0.032235,0.094907,0.027281,0.425926,0.060229,0.168981,0.039033,0.113426,0.03087,0.203704,0.038888,0.284722,0.047233,0.25463,0.042356,0.210648,0.038222,0.400463,0.048636,0.141204,0.030071,0.048611,0.021852,0.090278,0.025795,0.326389,0.055747,0.4864,0.049639,72
risk_sensitive_cvar_policy,cross_robot_morphology,0,0.458333,0.049102,0.386574,0.046065,0.208333,0.039699,0.087963,0.028144,0.064815,0.020993,0.43287,0.052357,0.118056,0.027744,0.104167,0.028487,0.233796,0.03804,0.266204,0.047331,0.259259,0.039244,0.270833,0.039535,0.375,0.044179,0.136574,0.036164,0.069444,0.023959,0.083333,0.027413,0.3125,0.057042,0.479664,0.050817,72
risk_sensitive_cvar_policy,cross_robot_morphology,1,0.44213,0.050531,0.395833,0.050232,0.233796,0.04318,0.083333,0.025845,0.069444,0.024815,0.435185,0.045485,0.134259,0.033969,0.092593,0.026554,0.231481,0.043611,0.273148,0.04252,0.293981,0.04212,0.238426,0.041788,0.395833,0.049394,0.180556,0.036977,0.0625,0.025387,0.106481,0.026879,0.358796,0.051147,0.46375,0.052879,72
risk_sensitive_cvar_policy,cross_robot_morphology,2,0.456019,0.044762,0.421296,0.044284,0.236111,0.046928,0.064815,0.025484,0.074074,0.025756,0.451389,0.053453,0.145833,0.032266,0.12037,0.034326,0.201389,0.033535,0.25,0.046594,0.268519,0.043611,0.229167,0.043554,0.395833,0.041088,0.131944,0.033535,0.097222,0.028715,0.092593,0.029531,0.326389,0.054993,0.486146,0.046133,72
risk_sensitive_cvar_policy,cross_robot_morphology,3,0.43287,0.050737,0.418981,0.041871,0.282407,0.04317,0.060185,0.026879,0.097222,0.024815,0.435185,0.045485,0.111111,0.027413,0.087963,0.025002,0.236111,0.049102,0.268519,0.038528,0.342593,0.044714,0.210648,0.042856,0.428241,0.048708,0.150463,0.035484,0.06713,0.02299,0.104167,0.031941,0.344907,0.054951,0.464896,0.051891,72
risk_sensitive_cvar_policy,cross_robot_morphology,4,0.425926,0.054784,0.453704,0.045332,0.275463,0.043421,0.053241,0.02488,0.076389,0.022324,0.451389,0.047233,0.097222,0.024815,0.106481,0.031855,0.217593,0.036914,0.270833,0.037918,0.261574,0.042284,0.236111,0.039699,0.351852,0.042643,0.155093,0.035582,0.053241,0.018076,0.085648,0.027408,0.375,0.059483,0.459502,0.056591,72
risk_sensitive_cvar_policy,cross_robot_morphology,5,0.449074,0.049055,0.384259,0.041694,0.270833,0.044503,0.076389,0.024973,0.074074,0.021321,0.425926,0.047432,0.148148,0.037429,0.12037,0.031137,0.199074,0.036914,0.231481,0.046842,0.263889,0.039699,0.217593,0.035765,0.428241,0.045609,0.157407,0.030913,0.101852,0.03136,0.094907,0.024026,0.300926,0.053532,0.4761,0.051346,72
risk_sensitive_cvar_policy,cross_robot_morphology,6,0.423611,0.036515,0.416667,0.044297,0.268519,0.041652,0.06713,0.025569,0.071759,0.02488,0.481481,0.047285,0.12037,0.034326,0.127315,0.033258,0.196759,0.037856,0.263889,0.038633,0.298611,0.038735,0.240741,0.043291,0.354167,0.044267,0.155093,0.034991,0.0625,0.021852,0.085648,0.02584,0.358796,0.049487,0.453044,0.03917,72
risk_sensitive_cvar_policy,cross_robot_morphology,7,0.456019,0.050462,0.421296,0.044753,0.3125,0.040319,0.081019,0.02417,0.069444,0.023959,0.439815,0.04252,0.134259,0.030743,0.078704,0.025823,0.18287,0.041453,0.252315,0.040348,0.296296,0.040466,0.222222,0.043344,0.375,0.049102,0.166667,0.036551,0.074074,0.028082,0.076389,0.024973,0.324074,0.060918,0.48588,0.052131,72
risk_sensitive_cvar_policy,cross_robot_morphology,8,0.469907,0.04674,0.416667,0.05005,0.273148,0.043491,0.078704,0.024152,0.099537,0.031429,0.421296,0.044284,0.131944,0.031613,0.094907,0.030187,0.189815,0.031193,0.25463,0.042356,0.280093,0.03758,0.293981,0.044529,0.351852,0.049443,0.152778,0.032788,0.064815,0.021964,0.064815,0.019973,0.319444,0.054731,0.486169,0.049837,72
risk_sensitive_cvar_policy,cross_robot_morphology,9,0.444444,0.053282,0.405093,0.048277,0.266204,0.041201,0.055556,0.020433,0.050926,0.017858,0.414352,0.050462,0.131944,0.032907,0.122685,0.029605,0.240741,0.039244,0.252315,0.034186,0.328704,0.042846,0.212963,0.034929,0.386574,0.045149,0.155093,0.034991,0.076389,0.024973,0.108796,0.029011,0.361111,0.060956,0.472813,0.056624,72
risk_sensitive_cvar_policy,embodiment_shift,0,0.405093,0.046962,0.44213,0.042938,0.24537,0.039816,0.090278,0.026592,0.071759,0.023141,0.460648,0.047258,0.127315,0.032624,0.097222,0.027979,0.229167,0.033223,0.263889,0.043224,0.268519,0.040121,0.233796,0.036926,0.354167,0.043314,0.148148,0.034528,0.097222,0.024815,0.092593,0.030913,0.37963,0.059998,0.429421,0.049957,72
risk_sensitive_cvar_policy,embodiment_shift,1,0.486111,0.046928,0.398148,0.039597,0.282407,0.041694,0.074074,0.026554,0.087963,0.025823,0.423611,0.046566,0.111111,0.028896,0.094907,0.029487,0.189815,0.041527,0.25463,0.038753,0.263889,0.03917,0.25,0.039303,0.37037,0.046693,0.155093,0.028405,0.081019,0.025019,0.108796,0.036642,0.296296,0.047579,0.511157,0.047583,72
risk_sensitive_cvar_policy,embodiment_shift,2,0.474537,0.044607,0.435185,0.045024,0.291667,0.040737,0.092593,0.026554,0.081019,0.026635,0.430556,0.049945,0.115741,0.029354,0.104167,0.02921,0.208333,0.040737,0.268519,0.040121,0.300926,0.038028,0.229167,0.0368,0.37037,0.050968,0.150463,0.037764,0.05787,0.024314,0.085648,0.03165,0.31713,0.054506,0.5011,0.048396,72
risk_sensitive_cvar_policy,embodiment_shift,3,0.456019,0.041369,0.423611,0.052468,0.252315,0.044294,0.069444,0.023072,0.041667,0.017988,0.474537,0.046888,0.118056,0.030606,0.099537,0.030758,0.210648,0.040348,0.224537,0.038854,0.266204,0.033982,0.261574,0.038131,0.377315,0.051283,0.12963,0.037242,0.076389,0.028851,0.078704,0.027392,0.340278,0.054993,0.488935,0.04493,72
risk_sensitive_cvar_policy,embodiment_shift,4,0.446759,0.04374,0.428241,0.039739,0.282407,0.043651,0.060185,0.022666,0.071759,0.030187,0.456019,0.044294,0.118056,0.02921,0.097222,0.028715,0.219907,0.038131,0.231481,0.041652,0.305556,0.037676,0.231481,0.037982,0.375,0.047371,0.134259,0.032073,0.060185,0.025278,0.097222,0.027979,0.351852,0.053888,0.47794,0.045292,72
risk_sensitive_cvar_policy,embodiment_shift,5,0.460648,0.051486,0.416667,0.049631,0.259259,0.044714,0.081019,0.023291,0.083333,0.025025,0.421296,0.045676,0.122685,0.032302,0.122685,0.03165,0.226852,0.038932,0.243056,0.044737,0.314815,0.04816,0.256944,0.040833,0.388889,0.048352,0.166667,0.038226,0.071759,0.026505,0.090278,0.028118,0.331019,0.058329,0.482685,0.053599,72
risk_sensitive_cvar_policy,embodiment_shift,6,0.449074,0.041694,0.439815,0.053009,0.240741,0.042315,0.083333,0.026641,0.078704,0.023272,0.474537,0.052357,0.115741,0.032717,0.085648,0.02417,0.217593,0.040164,0.243056,0.037641,0.273148,0.043491,0.206019,0.037948,0.386574,0.051621,0.127315,0.029955,0.085648,0.026635,0.097222,0.026444,0.310185,0.051002,0.483368,0.042296,72
risk_sensitive_cvar_policy,embodiment_shift,7,0.444444,0.05005,0.405093,0.049558,0.266204,0.04318,0.05787,0.021585,0.087963,0.025823,0.43287,0.044136,0.152778,0.032788,0.101852,0.030687,0.224537,0.037207,0.270833,0.044969,0.275463,0.040947,0.199074,0.038028,0.377315,0.035971,0.145833,0.034152,0.074074,0.022279,0.06713,0.025569,0.314815,0.061146,0.469931,0.050951,72
risk_sensitive_cvar_policy,embodiment_shift,8,0.439815,0.055321,0.430556,0.04603,0.259259,0.037055,0.090278,0.029566,0.083333,0.02961,0.43287,0.045072,0.104167,0.02921,0.099537,0.025569,0.219907,0.03702,0.282407,0.04598,0.259259,0.04377,0.240741,0.040808,0.43287,0.044136,0.148148,0.035717,0.090278,0.026592,0.076389,0.024973,0.381944,0.060763,0.466667,0.057436,72
risk_sensitive_cvar_policy,embodiment_shift,9,0.453704,0.049302,0.418981,0.050874,0.268519,0.040121,0.074074,0.027329,0.06713,0.025569,0.412037,0.046581,0.127315,0.033258,0.074074,0.023197,0.196759,0.038404,0.256944,0.038192,0.268519,0.038528,0.24537,0.038753,0.393519,0.054943,0.162037,0.038211,0.081019,0.02584,0.083333,0.025845,0.319444,0.053184,0.48103,0.05246,72
risk_sensitive_cvar_policy,heldout_exception_composition,0,0.44213,0.04711,0.409722,0.050851,0.25,0.039831,0.081019,0.030302,0.094907,0.027281,0.412037,0.042846,0.143519,0.03557,0.134259,0.030057,0.275463,0.038854,0.231481,0.036867,0.368056,0.043793,0.266204,0.042202,0.354167,0.045201,0.136574,0.034389,0.069444,0.023072,0.097222,0.027222,0.30787,0.056573,0.453924,0.04926,72
risk_sensitive_cvar_policy,heldout_exception_composition,1,0.444444,0.049631,0.391204,0.043421,0.25463,0.045676,0.05787,0.025974,0.090278,0.026592,0.395833,0.044969,0.138889,0.032947,0.127315,0.032624,0.25,0.036551,0.259259,0.046544,0.287037,0.049302,0.25,0.04237,0.409722,0.043314,0.164352,0.03449,0.055556,0.020433,0.097222,0.027222,0.314815,0.051104,0.46463,0.051325,72
risk_sensitive_cvar_policy,heldout_exception_composition,2,0.4375,0.049394,0.444444,0.048352,0.24537,0.039816,0.081019,0.030302,0.090278,0.027366,0.430556,0.050774,0.115741,0.031415,0.087963,0.027392,0.18287,0.035484,0.210648,0.036547,0.303241,0.04052,0.25,0.04286,0.368056,0.050023,0.143519,0.032504,0.055556,0.020433,0.092593,0.025756,0.337963,0.055195,0.464421,0.049701,72
risk_sensitive_cvar_policy,heldout_exception_composition,3,0.425926,0.046093,0.395833,0.047233,0.259259,0.043291,0.069444,0.027222,0.094907,0.02877,0.453704,0.052581,0.12963,0.029056,0.118056,0.035057,0.199074,0.030743,0.275463,0.042449,0.289352,0.041369,0.25,0.040865,0.444444,0.045689,0.178241,0.038944,0.06713,0.022063,0.092593,0.026554,0.349537,0.054121,0.453461,0.04878,72
risk_sensitive_cvar_policy,heldout_exception_composition,4,0.416667,0.057065,0.395833,0.053842,0.268519,0.04313,0.092593,0.026554,0.092593,0.027329,0.462963,0.044401,0.118056,0.029917,0.087963,0.025002,0.219907,0.03702,0.233796,0.041704,0.25,0.04237,0.222222,0.038226,0.405093,0.044215,0.157407,0.033505,0.074074,0.024932,0.085648,0.028891,0.363426,0.063086,0.437755,0.059153,72
risk_sensitive_cvar_policy,heldout_exception_composition,5,0.425926,0.041317,0.402778,0.045114,0.296296,0.039947,0.071759,0.026505,0.076389,0.023241,0.405093,0.046516,0.136574,0.03053,0.12963,0.034929,0.233796,0.039652,0.275463,0.039388,0.326389,0.037918,0.233796,0.041704,0.386574,0.048708,0.157407,0.037614,0.074074,0.023197,0.115741,0.030057,0.333333,0.055583,0.44728,0.04413,72
risk_sensitive_cvar_policy,heldout_exception_composition,6,0.43287,0.051553,0.418981,0.045226,0.293981,0.04212,0.064815,0.023789,0.078704,0.028144,0.493056,0.046341,0.148148,0.033918,0.099537,0.025569,0.224537,0.038854,0.273148,0.037845,0.296296,0.042968,0.24537,0.047027,0.331019,0.046366,0.136574,0.034991,0.104167,0.02921,0.101852,0.029295,0.365741,0.056565,0.455313,0.05443,72
risk_sensitive_cvar_policy,heldout_exception_composition,7,0.439815,0.052216,0.425926,0.048735,0.277778,0.04523,0.076389,0.026592,0.097222,0.028715,0.446759,0.045149,0.131944,0.034152,0.127315,0.032624,0.201389,0.042829,0.259259,0.040808,0.340278,0.052666,0.236111,0.033418,0.351852,0.04215,0.178241,0.038404,0.060185,0.025278,0.090278,0.024973,0.331019,0.060438,0.463414,0.053521,72
risk_sensitive_cvar_policy,heldout_exception_composition,8,0.405093,0.049558,0.44213,0.045303,0.280093,0.039739,0.092593,0.028816,0.113426,0.03087,0.460648,0.047258,0.125,0.031489,0.131944,0.032266,0.263889,0.042738,0.215278,0.036228,0.31713,0.04711,0.291667,0.044649,0.416667,0.052889,0.157407,0.033505,0.101852,0.029295,0.104167,0.031281,0.361111,0.063964,0.424433,0.052067,72
risk_sensitive_cvar_policy,heldout_exception_composition,9,0.375,0.046481,0.393519,0.046281,0.289352,0.044762,0.0625,0.023686,0.085648,0.028159,0.458333,0.050774,0.155093,0.037856,0.108796,0.026766,0.215278,0.041593,0.199074,0.032717,0.263889,0.04175,0.247685,0.036547,0.356481,0.049759,0.185185,0.035717,0.06713,0.023881,0.092593,0.025756,0.377315,0.054824,0.394931,0.048434,72
risk_sensitive_cvar_policy,nominal_scaling,0,0.546296,0.047138,0.469907,0.047184,0.238426,0.041285,0.046296,0.020658,0.0625,0.020875,0.453704,0.055666,0.099537,0.030071,0.081019,0.025019,0.18287,0.033673,0.298611,0.039798,0.233796,0.045989,0.224537,0.036068,0.449074,0.049479,0.145833,0.032266,0.069444,0.022148,0.092593,0.030913,0.273148,0.056811,0.59713,0.047878,72
risk_sensitive_cvar_policy,nominal_scaling,1,0.553241,0.040261,0.414352,0.043341,0.229167,0.037918,0.053241,0.02126,0.06713,0.023881,0.474537,0.043661,0.101852,0.027833,0.108796,0.027535,0.189815,0.034978,0.31713,0.045303,0.261574,0.046065,0.238426,0.03702,0.423611,0.050851,0.150463,0.037764,0.05787,0.024314,0.06713,0.023881,0.275463,0.046216,0.594734,0.042073,72
risk_sensitive_cvar_policy,nominal_scaling,2,0.585648,0.042367,0.444444,0.045689,0.236111,0.040222,0.048611,0.020875,0.060185,0.022666,0.453704,0.047138,0.087963,0.027392,0.122685,0.030302,0.166667,0.039303,0.219907,0.03758,0.217593,0.034578,0.210648,0.041871,0.428241,0.050393,0.127315,0.031978,0.046296,0.020658,0.060185,0.024439,0.268519,0.049443,0.635359,0.045287,72
risk_sensitive_cvar_policy,nominal_scaling,3,0.555556,0.048782,0.458333,0.041247,0.226852,0.04673,0.048611,0.018769,0.074074,0.02408,0.456019,0.044762,0.092593,0.028082,0.074074,0.027329,0.175926,0.040808,0.243056,0.037083,0.25,0.039303,0.226852,0.037289,0.472222,0.047481,0.157407,0.033505,0.053241,0.020254,0.076389,0.024973,0.300926,0.055069,0.604375,0.050317,72
