ablation,task,regime,seed,episodes,interpretation,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,0,6,all components,0.666667,0.666667,0.0,0.0,0.0,0.666667,0.166667,0.0,0.333333,0.0,0.166667,0.166667,1.0,0.0,0.0,0.0,0.0,0.8075
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,1,6,all components,0.666667,1.0,0.666667,0.0,0.0,0.833333,0.166667,0.0,0.166667,0.5,0.333333,0.0,0.5,0.166667,0.0,0.0,0.0,0.84
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,2,6,all components,0.5,0.666667,0.166667,0.0,0.0,0.5,0.0,0.0,0.0,0.333333,0.0,0.166667,0.833333,0.0,0.0,0.166667,0.0,0.654167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,3,6,all components,0.833333,0.833333,0.0,0.166667,0.0,0.5,0.0,0.0,0.166667,0.166667,0.666667,0.166667,0.666667,0.0,0.166667,0.0,0.0,0.9575
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,4,6,all components,0.833333,0.5,0.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.333333,0.333333,0.166667,0.666667,0.0,0.0,0.0,0.0,0.909167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,5,6,all components,0.666667,0.833333,0.166667,0.0,0.0,0.333333,0.0,0.0,0.166667,0.666667,0.166667,0.166667,0.666667,0.166667,0.0,0.166667,0.0,0.804167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,6,6,all components,0.833333,0.333333,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.333333,0.166667,0.333333,0.0,0.833333,0.166667,0.0,0.0,0.0,0.94
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,7,6,all components,0.5,0.333333,0.5,0.166667,0.0,1.0,0.0,0.0,0.0,0.166667,0.166667,0.0,0.666667,0.166667,0.0,0.333333,0.0,0.63
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,8,6,all components,0.666667,0.833333,0.166667,0.0,0.0,0.833333,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.666667,0.333333,0.0,0.0,0.0,0.815833
full_boundary_aware_scale_exception_audit_v5,contact_insertion,occluded_precondition,9,6,all components,0.833333,0.5,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.833333,0.0,0.166667,0.0,0.0,0.9775
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,0,6,all components,0.833333,0.666667,0.0,0.0,0.166667,0.166667,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.333333,0.166667,0.166667,0.166667,0.0,0.903333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,1,6,all components,0.5,0.833333,0.333333,0.166667,0.0,0.666667,0.0,0.0,0.5,0.166667,0.166667,0.333333,0.833333,0.333333,0.333333,0.0,0.0,0.615
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,2,6,all components,0.666667,0.833333,0.166667,0.0,0.0,0.833333,0.0,0.0,0.166667,0.166667,0.166667,0.5,0.833333,0.0,0.0,0.0,0.0,0.825
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,3,6,all components,0.666667,0.5,0.166667,0.0,0.0,0.166667,0.0,0.0,0.333333,0.5,0.166667,0.666667,0.666667,0.0,0.166667,0.0,0.0,0.7075
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,4,6,all components,0.5,0.833333,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.0,0.5,0.5,0.333333,0.333333,0.0,0.166667,0.0,0.0,0.615
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,5,6,all components,1.0,1.0,0.333333,0.0,0.0,0.833333,0.166667,0.0,0.166667,0.166667,0.166667,0.166667,0.666667,0.166667,0.0,0.0,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,6,6,all components,0.833333,0.833333,0.166667,0.166667,0.0,1.0,0.0,0.0,0.166667,0.333333,0.166667,0.166667,0.833333,0.166667,0.0,0.0,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,7,6,all components,0.666667,0.666667,0.166667,0.0,0.0,0.833333,0.166667,0.0,0.5,0.333333,0.166667,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.759167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,8,6,all components,0.666667,0.833333,0.166667,0.0,0.0,0.666667,0.166667,0.0,0.333333,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.800833
full_boundary_aware_scale_exception_audit_v5,contact_insertion,embodiment_mismatch,9,6,all components,0.666667,0.666667,0.166667,0.333333,0.0,0.666667,0.166667,0.0,0.5,0.5,0.0,0.5,0.666667,0.0,0.0,0.166667,0.0,0.695833
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,0,6,all components,0.833333,0.833333,0.166667,0.0,0.0,0.5,0.0,0.0,0.166667,0.333333,0.333333,0.666667,1.0,0.166667,0.166667,0.166667,0.0,0.9675
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,1,6,all components,0.833333,1.0,0.166667,0.0,0.0,0.5,0.0,0.0,0.5,0.166667,0.166667,0.333333,0.666667,0.166667,0.0,0.0,0.0,0.966667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,2,6,all components,0.666667,0.5,0.166667,0.0,0.0,0.666667,0.0,0.166667,0.166667,0.0,0.333333,0.166667,0.666667,0.0,0.0,0.166667,0.0,0.7925
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,3,6,all components,0.666667,0.5,0.666667,0.0,0.0,0.5,0.0,0.0,0.166667,0.0,0.333333,0.333333,0.666667,0.0,0.0,0.0,0.0,0.7675
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,4,6,all components,0.5,0.833333,0.5,0.0,0.0,0.833333,0.0,0.0,0.166667,1.0,0.333333,0.333333,0.833333,0.0,0.0,0.0,0.0,0.671667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,5,6,all components,0.833333,1.0,0.333333,0.0,0.0,0.5,0.166667,0.0,0.166667,0.333333,0.0,0.333333,1.0,0.0,0.0,0.0,0.0,0.994167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,6,6,all components,0.666667,0.833333,0.0,0.0,0.0,0.5,0.166667,0.0,0.166667,0.666667,0.333333,0.333333,0.5,0.166667,0.166667,0.166667,0.0,0.7725
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,7,6,all components,0.833333,0.333333,0.0,0.0,0.0,0.666667,0.166667,0.0,0.0,0.333333,0.166667,0.333333,0.833333,0.333333,0.0,0.0,0.0,0.933333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,8,6,all components,0.833333,0.833333,0.0,0.0,0.0,0.333333,0.166667,0.0,0.166667,0.333333,0.5,0.333333,0.333333,0.333333,0.0,0.166667,0.0,0.915
full_boundary_aware_scale_exception_audit_v5,contact_insertion,long_horizon_compounding,9,6,all components,0.5,0.833333,0.0,0.166667,0.0,0.833333,0.0,0.0,0.333333,0.333333,0.5,0.333333,0.833333,0.166667,0.166667,0.0,0.0,0.636667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,0,6,all components,0.5,0.833333,0.166667,0.0,0.0,0.833333,0.0,0.0,0.0,0.333333,0.0,0.333333,0.666667,0.0,0.166667,0.166667,0.0,0.669167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,1,6,all components,0.666667,0.833333,0.166667,0.166667,0.0,0.833333,0.0,0.0,0.166667,0.166667,0.166667,0.0,0.666667,0.166667,0.0,0.0,0.0,0.8275
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,2,6,all components,0.666667,0.833333,0.166667,0.0,0.0,0.5,0.0,0.0,0.166667,0.166667,0.166667,0.333333,0.833333,0.166667,0.0,0.0,0.0,0.815
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,3,6,all components,0.666667,0.333333,0.0,0.0,0.0,0.5,0.333333,0.166667,0.166667,0.166667,0.166667,0.333333,1.0,0.166667,0.0,0.166667,0.0,0.74
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,4,6,all components,0.666667,0.666667,0.166667,0.0,0.166667,0.666667,0.0,0.0,0.166667,0.5,0.166667,0.333333,0.5,0.0,0.0,0.0,0.0,0.765
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,5,6,all components,0.5,0.833333,0.0,0.0,0.0,0.5,0.0,0.333333,0.166667,0.0,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.624167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,6,6,all components,0.666667,0.666667,0.0,0.0,0.0,0.666667,0.0,0.0,0.166667,0.166667,0.333333,0.5,0.666667,0.166667,0.0,0.0,0.0,0.783333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,7,6,all components,0.833333,0.5,0.166667,0.0,0.0,0.5,0.0,0.166667,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.9
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,8,6,all components,0.833333,0.666667,0.166667,0.166667,0.0,0.5,0.166667,0.0,0.166667,0.333333,0.0,0.0,0.333333,0.0,0.0,0.166667,0.0,0.910833
full_boundary_aware_scale_exception_audit_v5,contact_insertion,spurious_visual_shortcut,9,6,all components,1.0,0.666667,0.333333,0.0,0.0,0.666667,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.833333,0.0,0.0,0.0,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,0,6,all components,0.666667,0.666667,0.333333,0.0,0.0,0.666667,0.166667,0.0,0.5,0.166667,0.166667,0.333333,0.666667,0.0,0.0,0.166667,0.0,0.759167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,1,6,all components,0.666667,0.666667,0.0,0.0,0.166667,0.666667,0.0,0.0,0.333333,0.333333,0.0,0.166667,0.833333,0.166667,0.0,0.0,0.0,0.793333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,2,6,all components,0.833333,0.833333,0.166667,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,0.909167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,3,6,all components,0.333333,0.666667,0.166667,0.0,0.0,1.0,0.0,0.0,0.333333,0.5,0.0,0.5,0.833333,0.166667,0.0,0.0,0.0,0.475833
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,4,6,all components,0.666667,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.333333,0.333333,0.5,0.666667,0.166667,0.0,0.0,0.0,0.660833
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,5,6,all components,0.5,0.5,0.166667,0.166667,0.166667,0.5,0.166667,0.0,0.333333,0.5,0.166667,0.333333,0.5,0.0,0.0,0.0,0.0,0.516667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,6,6,all components,0.666667,1.0,0.0,0.0,0.166667,0.333333,0.166667,0.0,0.333333,0.166667,0.166667,0.333333,0.333333,0.166667,0.0,0.0,0.0,0.736667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,7,6,all components,0.5,0.666667,0.333333,0.0,0.0,0.833333,0.333333,0.0,0.166667,0.5,0.166667,0.0,0.666667,0.0,0.0,0.0,0.0,0.633333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,8,6,all components,0.833333,1.0,0.166667,0.0,0.0,0.666667,0.0,0.166667,0.166667,0.166667,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,0.998333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,recovery_scarce_failure,9,6,all components,0.5,0.833333,0.0,0.0,0.0,0.5,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.833333,0.0,0.0,0.333333,0.0,0.64
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,0,6,all components,0.5,1.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.166667,0.5,0.333333,0.166667,0.666667,0.0,0.0,0.0,0.0,0.678333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,1,6,all components,0.5,0.666667,0.833333,0.0,0.0,0.666667,0.0,0.0,0.166667,0.333333,0.166667,0.166667,0.666667,0.333333,0.166667,0.0,0.0,0.643333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,2,6,all components,0.5,0.666667,0.166667,0.333333,0.0,0.833333,0.0,0.0,0.0,0.166667,0.333333,0.0,0.5,0.0,0.166667,0.0,0.0,0.615833
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,3,6,all components,0.666667,0.5,0.333333,0.0,0.0,0.333333,0.0,0.0,0.333333,0.5,0.666667,0.333333,0.5,0.0,0.166667,0.166667,0.0,0.733333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,4,6,all components,1.0,0.833333,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.5,0.166667,0.0,0.5,0.0,0.0,0.333333,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,5,6,all components,0.333333,0.5,0.333333,0.0,0.0,0.666667,0.0,0.0,0.166667,0.5,0.0,0.166667,0.5,0.0,0.0,0.0,0.0,0.446667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,6,6,all components,0.5,0.666667,0.5,0.0,0.0,0.5,0.166667,0.0,0.333333,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.166667,0.0,0.5925
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,7,6,all components,0.666667,0.666667,0.0,0.0,0.0,0.666667,0.0,0.166667,0.166667,0.166667,0.666667,0.166667,0.5,0.0,0.0,0.166667,0.0,0.7975
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,8,6,all components,0.166667,0.333333,0.166667,0.166667,0.0,0.833333,0.166667,0.0,0.166667,0.833333,0.0,0.166667,0.833333,0.0,0.0,0.166667,0.0,0.256667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,distribution_mixture_aliasing,9,6,all components,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.166667,0.333333,0.0,0.833333,0.166667,0.0,0.0,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,0,6,all components,0.666667,0.833333,0.333333,0.166667,0.166667,0.333333,0.166667,0.0,0.0,0.166667,0.0,0.333333,0.5,0.0,0.0,0.0,0.0,0.726667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,1,6,all components,0.666667,0.333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.666667,0.166667,0.0,0.0,0.0,0.76
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,2,6,all components,0.833333,0.666667,0.0,0.166667,0.0,0.666667,0.0,0.0,0.0,0.333333,0.166667,0.0,0.5,0.0,0.0,0.0,0.0,0.9625
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,3,6,all components,0.833333,1.0,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.0,0.5,0.333333,0.5,0.5,0.0,0.0,0.166667,0.0,0.941667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,4,6,all components,0.5,0.333333,0.166667,0.0,0.0,0.666667,0.0,0.0,0.333333,0.333333,0.0,0.333333,0.666667,0.0,0.0,0.0,0.0,0.585
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,5,6,all components,0.333333,0.5,0.166667,0.0,0.0,0.833333,0.0,0.0,0.0,0.333333,0.0,0.166667,0.833333,0.0,0.0,0.0,0.0,0.493333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,6,6,all components,1.0,1.0,0.166667,0.0,0.0,0.333333,0.333333,0.0,0.333333,0.5,0.333333,0.333333,0.833333,0.166667,0.0,0.0,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,7,6,all components,0.833333,0.833333,0.166667,0.0,0.0,0.333333,0.166667,0.0,0.0,0.166667,0.166667,0.166667,0.666667,0.0,0.166667,0.166667,0.0,0.963333
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,8,6,all components,0.666667,0.5,0.333333,0.0,0.0,0.666667,0.166667,0.0,0.333333,0.333333,0.333333,0.166667,0.666667,0.0,0.0,0.333333,0.0,0.765
full_boundary_aware_scale_exception_audit_v5,contact_insertion,actuator_latency_shift,9,6,all components,0.333333,0.666667,0.5,0.0,0.166667,0.666667,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.833333,0.333333,0.0,0.0,0.0,0.449167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,0,6,all components,0.5,0.833333,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,0.5,0.333333,0.333333,0.5,0.166667,0.0,0.0,0.0,0.621667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,1,6,all components,0.833333,1.0,0.5,0.333333,0.0,1.0,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.5,0.166667,0.0,0.166667,0.0,0.941667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,2,6,all components,0.666667,0.833333,0.5,0.0,0.0,0.833333,0.0,0.166667,0.166667,0.166667,0.0,0.333333,0.666667,0.0,0.166667,0.0,0.0,0.825833
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,3,6,all components,0.833333,0.166667,0.333333,0.166667,0.0,0.5,0.0,0.0,0.166667,0.5,0.166667,0.166667,0.5,0.166667,0.0,0.0,0.0,0.875
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,4,6,all components,1.0,0.666667,0.166667,0.0,0.0,1.0,0.0,0.0,0.0,0.166667,0.0,0.166667,0.833333,0.0,0.0,0.166667,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,5,6,all components,0.333333,0.666667,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.333333,0.333333,0.5,0.166667,0.166667,0.0,0.0,0.0,0.0,0.376667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,6,6,all components,0.666667,0.666667,0.5,0.166667,0.0,0.333333,0.0,0.0,0.166667,0.833333,0.333333,0.166667,0.666667,0.166667,0.0,0.0,0.0,0.761667
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,7,6,all components,0.833333,0.333333,0.0,0.166667,0.0,0.166667,0.0,0.0,0.333333,0.0,0.5,0.333333,0.833333,0.166667,0.0,0.166667,0.0,0.870833
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,8,6,all components,0.833333,0.833333,0.0,0.166667,0.0,0.5,0.0,0.333333,0.333333,0.166667,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.909167
full_boundary_aware_scale_exception_audit_v5,contact_insertion,mixed_exception_stress,9,6,all components,0.666667,0.833333,0.166667,0.166667,0.0,0.5,0.333333,0.0,0.333333,0.166667,0.333333,0.333333,0.5,0.166667,0.166667,0.0,0.0,0.72
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,0,6,all components,0.666667,0.666667,0.333333,0.0,0.0,0.5,0.0,0.0,0.5,0.333333,0.5,0.666667,1.0,0.166667,0.0,0.0,0.0,0.763333
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,1,6,all components,0.833333,0.666667,0.0,0.0,0.0,0.5,0.166667,0.0,0.5,0.666667,0.166667,0.166667,0.5,0.0,0.0,0.0,0.0,0.915
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,2,6,all components,1.0,0.666667,0.166667,0.0,0.0,0.166667,0.0,0.0,0.166667,0.333333,0.0,0.333333,0.666667,0.5,0.0,0.166667,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,3,6,all components,1.0,1.0,0.0,0.0,0.0,0.666667,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.666667,0.0,0.0,0.333333,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,4,6,all components,0.5,0.666667,0.0,0.0,0.0,0.5,0.0,0.0,0.166667,0.666667,0.5,0.5,0.833333,0.0,0.0,0.166667,0.0,0.6175
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,5,6,all components,0.5,0.5,0.666667,0.0,0.0,0.166667,0.166667,0.0,0.0,0.166667,0.333333,0.333333,0.5,0.0,0.0,0.166667,0.0,0.5575
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,6,6,all components,0.833333,0.333333,0.333333,0.166667,0.0,0.666667,0.0,0.0,0.0,0.166667,0.166667,0.0,0.5,0.0,0.0,0.0,0.0,0.9275
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,7,6,all components,1.0,0.666667,0.333333,0.0,0.0,0.833333,0.166667,0.0,0.5,0.5,0.166667,0.333333,0.333333,0.166667,0.0,0.0,0.0,1.0
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,8,6,all components,0.833333,0.5,0.0,0.0,0.0,0.666667,0.166667,0.0,0.166667,0.5,0.333333,0.666667,0.5,0.0,0.0,0.0,0.0,0.889167
full_boundary_aware_scale_exception_audit_v5,deformable_handling,rare_contact_tail,9,6,all components,0.0,0.5,0.333333,0.166667,0.0,0.333333,0.0,0.166667,0.166667,0.333333,0.333333,0.166667,0.333333,0.166667,0.0,0.0,0.0,0.0525
full_boundary_aware_scale_exception_audit_v5,deformable_handling,occluded_precondition,0,6,all components,0.5,0.666667,0.166667,0.166667,0.0,0.5,0.0,0.0,0.333333,0.666667,0.333333,0.0,0.5,0.0,0.0,0.0,0.0,0.5975
full_boundary_aware_scale_exception_audit_v5,deformable_handling,occluded_precondition,1,6,all components,0.833333,0.666667,0.0,0.166667,0.0,0.666667,0.166667,0.0,0.333333,0.166667,0.166667,0.333333,0.5,0.0,0.166667,0.0,0.0,0.898333
full_boundary_aware_scale_exception_audit_v5,deformable_handling,occluded_precondition,2,6,all components,0.5,0.666667,0.0,0.0,0.0,0.5,0.0,0.0,0.333333,0.0,0.166667,0.166667,0.666667,0.0,0.0,0.0,0.0,0.621667
full_boundary_aware_scale_exception_audit_v5,deformable_handling,occluded_precondition,3,6,all components,0.666667,0.833333,0.0,0.0,0.0,0.666667,0.333333,0.0,0.0,0.333333,0.166667,0.333333,0.833333,0.166667,0.0,0.0,0.0,0.801667
full_boundary_aware_scale_exception_audit_v5,deformable_handling,occluded_precondition,4,6,all components,0.833333,1.0,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,0.333333,0.166667,0.166667,0.666667,0.0,0.0,0.0,0.0,0.986667
full_boundary_aware_scale_exception_audit_v5,deformable_handling,occluded_precondition,5,6,all components,0.833333,0.5,0.0,0.166667,0.0,0.333333,0.166667,0.0,0.0,0.333333,0.166667,0.166667,0.333333,0.0,0.0,0.166667,0.0,0.878333
full_boundary_aware_scale_exception_audit_v5,deformable_handling,occluded_precondition,6,6,all components,0.5,0.666667,0.166667,0.0,0.166667,0.0,0.0,0.0,0.333333,0.5,0.166667,0.0,0.5,0.333333,0.0,0.0,0.0,0.568333
full_boundary_aware_scale_exception_audit_v5,deformable_handling,occluded_precondition,7,6,all components,0.666667,0.666667,0.0,0.0,0.0,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.0,1.0,0.0,0.0,0.0,0.0,0.8075
